City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,sinalunga,43.2152,11.7495,18.35,89,70,0.58,IT,1686269438
365,sanniquellie,7.3622,-8.7061,21.41,99,70,0.62,LR,1686269438
366,valparaiso,-33.0393,-71.6273,16.11,66,96,5.14,CL,1686269303
367,svencioneliai,55.1667,26.0,14.9,74,58,2.01,LT,1686269438
368,taoudenni,22.6783,-3.9836,36.33,20,2,7.81,ML,1686269438
369,masaka,-0.3338,31.7341,16.59,72,42,1.4,UG,1686269438
370,dudinka,69.4058,86.1778,6.82,57,85,6.67,RU,1686269438
371,mana,5.6592,-53.7767,25.29,91,32,3.03,GF,1686269181
372,olinda,-8.0089,-34.8553,23.85,94,40,2.57,BR,1686269312
373,lianzhou,24.7811,112.3825,26.75,91,61,0.4,CN,1686269439
374,kpandu,6.9954,0.2931,24.25,88,83,1.73,GH,1686269439
375,guerrero negro,27.9769,-114.0611,19.12,65,100,8.48,MX,1686269439
376,emet,39.343,29.2585,15.59,85,100,0.63,TR,1686269439
377,nyurba,63.2842,118.3319,17.35,46,43,1.59,RU,1686269439
378,ikalamavony,-21.15,46.5833,15.85,91,11,1.9,MG,1686269439
379,bulgan,48.8125,103.5347,17.74,58,8,1.14,MN,1686269440
380,las lajitas,-24.6833,-64.25,21.75,68,0,2.58,AR,1686269440
381,tavrichanka,43.3378,131.8639,17.92,96,100,2.69,RU,1686269440
382,dakhla,23.6848,-15.958,21.24,89,37,5.36,EH,1686269440
383,waingapu,-9.6567,120.2641,26.21,73,16,3.38,ID,1686269440
384,ataq,14.5377,46.8319,25.61,56,74,3.41,YE,1686269440
385,nantucket,41.2835,-70.0995,16.03,86,2,3.21,US,1686269440
386,nuuk,64.1835,-51.7216,1.34,80,100,2.06,GL,1686269440
387,al quwayrah,29.8004,35.3116,26.98,26,75,1.82,JO,1686269441
388,lulea,65.5842,22.1547,5.04,60,58,2.57,SE,1686269441
389,sur,22.5667,59.5289,33.95,33,44,3.52,OM,1686269268
390,antalaha,-14.9003,50.2788,21.09,88,2,2.71,MG,1686269441
391,xining,36.6167,101.7667,14.09,55,94,1.06,CN,1686269441
392,praia da vitoria,38.7333,-27.0667,17.06,81,96,3.75,PT,1686269441
393,magadan,59.5667,150.8,17.52,79,45,2.46,RU,1686269441
394,ponta delgada,37.7333,-25.6667,17.4,82,20,3.09,PT,1686269442
395,mabaruma,8.2,-59.7833,24.38,89,72,1.55,GY,1686269442
396,semporna,4.4818,118.6112,26.68,84,95,2.41,MY,1686269442
397,selfoss,63.9331,-20.9971,8.91,96,100,8.17,IS,1686269442
398,mosjoen,65.836,13.1908,1.29,86,15,1.03,NO,1686269442
399,drayton valley,53.2168,-114.9854,25.4,63,16,3.94,CA,1686269442
400,mount pearl,47.5166,-52.7813,10.81,90,43,0.45,CA,1686269442
401,cedeira,43.6797,-8.0209,17.43,72,99,3.88,ES,1686269443
402,sompeta,18.9333,84.6,31.13,61,98,1.52,IN,1686269443
403,es castell,39.8795,4.2854,21.38,94,40,3.09,ES,1686269443
404,wynyard,-41.0,145.7167,9.43,79,95,4.84,AU,1686269443
405,lakatoro,-16.0999,167.4164,25.31,62,28,4.31,VU,1686269443
406,shizukuishi,39.6833,140.9833,15.02,97,100,1.86,JP,1686269443
407,bredy,52.4153,60.3411,13.95,64,79,3.34,RU,1686269443
408,queenstown,-31.8976,26.8753,9.22,64,13,5.83,ZA,1686269443
409,fernway,40.6948,-80.1309,18.41,57,100,1.54,US,1686269444
410,mahibadhoo,3.7833,72.9667,28.64,76,100,6.55,MV,1686269444
411,greymouth,-42.4667,171.2,9.69,51,0,1.07,NZ,1686269444
412,smithers,54.7804,-127.1743,28.97,21,92,1.64,CA,1686269293
413,boende,-0.2167,20.8667,21.55,99,98,0.51,CD,1686269444
414,luanda,-8.8368,13.2343,21.0,94,20,1.54,AO,1686269444
415,twon-brass,4.3151,6.2418,26.71,81,100,6.07,NG,1686269444
416,katsuura,35.1333,140.3,22.56,93,100,11.87,JP,1686269361
417,touros,-5.1989,-35.4608,24.65,88,24,4.48,BR,1686269445
418,camana,-16.6228,-72.7111,17.86,83,49,2.82,PE,1686269445
419,rocky mountain house,52.3668,-114.9188,29.06,24,64,5.14,CA,1686269445
420,la gi,10.6667,107.7833,26.38,84,99,4.09,VN,1686269445
421,elko,41.0002,-115.5012,22.01,49,62,1.9,US,1686269445
422,fort bragg,35.139,-79.006,23.91,39,0,2.57,US,1686269445
423,kralendijk,12.15,-68.2667,28.99,70,20,7.72,BQ,1686269445
424,malabar,-33.9667,151.25,17.24,55,0,3.6,AU,1686269445
425,xilin hot,43.9667,116.0333,15.62,45,73,9.73,CN,1686269446
426,mayya,61.7333,130.2811,10.62,59,100,4.11,RU,1686269446
427,douz,33.4663,9.0203,29.75,31,82,3.89,TN,1686269446
428,sheksna,59.21,38.5107,11.56,74,99,3.92,RU,1686269446
429,kununurra,-15.7667,128.7333,25.99,53,40,3.6,AU,1686269390
430,vernon,50.2581,-119.2691,34.78,21,68,0.45,CA,1686269238
431,kiunga,-6.1219,141.2906,24.05,97,100,1.66,PG,1686269446
432,aasiaat,68.7098,-52.8699,-1.85,78,10,4.11,GL,1686269446
433,dimona,31.0667,35.0333,26.97,27,76,1.92,IL,1686269446
434,grand falls-windsor,48.9332,-55.6649,9.72,85,33,1.79,CA,1686269447
435,bikenibeu village,1.3673,173.1241,28.58,77,98,6.27,KI,1686269447
436,iranshahr,27.2025,60.6848,32.04,14,30,2.4,IR,1686269447
437,juneau,58.3019,-134.4197,23.0,100,75,6.69,US,1686269430
438,yuzhno-kurilsk,44.0306,145.8556,9.69,99,100,3.31,RU,1686269447
439,pullman,46.7313,-117.1796,24.36,53,100,3.13,US,1686269447
440,bodaybo,57.8506,114.1933,16.27,56,49,0.73,RU,1686269447
441,turpan,42.9333,89.1667,34.77,15,98,1.15,CN,1686269447
442,gualeguay,-33.1416,-59.3097,21.08,78,73,5.1,AR,1686269447
443,hasaki,35.7333,140.8333,22.38,92,100,12.52,JP,1686269448
444,banda aceh,5.5577,95.3222,26.94,75,100,2.93,ID,1686269448
445,zhangjiakou,40.81,114.8794,20.2,36,19,3.92,CN,1686269448
446,bouake,7.6895,-5.0218,22.37,96,93,1.74,CI,1686269448
447,banfora,10.6333,-4.7667,22.89,82,88,4.94,BF,1686269448
448,freetown,8.484,-13.2299,26.45,86,100,1.47,SL,1686269448
449,ulsteinvik,62.3432,5.8487,10.42,77,9,1.79,NO,1686269448
450,pyhajarvi,67.0701,27.2176,1.85,82,81,2.97,FI,1686269448
451,joshimath,30.5667,79.5667,16.05,51,8,3.25,IN,1686269449
452,san carlos del zulia,9.0,-71.9135,25.16,91,82,1.96,VE,1686269449
453,beipiao,41.7919,120.7792,20.74,37,84,7.21,CN,1686269449
454,elamanchili,17.55,82.8667,31.12,55,94,2.85,IN,1686269449
455,north battleford,52.7834,-108.2847,28.0,42,4,4.53,CA,1686269449
456,quellon,-43.1167,-73.6167,6.16,71,68,4.83,CL,1686269449
457,gadebusch,53.7,11.1167,13.98,86,51,2.28,DE,1686269450
458,beyneu,45.3167,55.2,21.24,30,0,3.13,KZ,1686269450
459,opatow,50.8006,21.4254,15.65,94,59,2.15,PL,1686269450
460,bonthe,7.5264,-12.505,25.85,87,100,1.34,SL,1686269451
461,perevolotskiy,51.8763,54.1938,11.32,88,7,2.24,RU,1686269451
462,arno,60.1167,18.6333,9.32,67,2,2.61,SE,1686269451
463,trincomalee,8.5711,81.2335,28.03,77,100,9.78,LK,1686269451
464,pimentel,-6.8367,-79.9342,25.16,73,0,6.69,PE,1686269451
465,greenville,35.6127,-77.3663,22.3,62,0,3.6,US,1686269387
466,angaur state,6.906,134.13,28.67,77,95,4.83,PW,1686269451
467,lyskovo,56.0328,45.0422,7.71,91,0,2.41,RU,1686269451
468,guane,22.2025,-84.0875,26.23,81,21,2.68,CU,1686269452
469,kharp,66.8014,65.8081,4.5,59,43,1.69,RU,1686269452
470,panshan,41.1881,122.0494,22.36,42,77,5.06,CN,1686269452
471,bubaque,11.2833,-15.8333,27.52,74,66,7.25,GW,1686269452
472,guillena,37.5426,-6.0563,19.96,92,29,2.01,ES,1686269452
473,hwange,-18.3693,26.5019,17.44,62,3,0.79,ZW,1686269452
474,puerto san jose,13.9256,-90.8244,29.0,72,61,4.07,GT,1686269452
475,tolanaro,-25.0319,46.9987,19.74,93,16,4.1,MG,1686269453
476,kurtamysh,54.9103,64.4319,12.86,70,15,2.89,RU,1686269453
477,darovskoy,58.77,47.9564,5.69,89,8,1.53,RU,1686269453
478,nogliki,51.8333,143.1667,9.57,73,5,5.05,RU,1686269453
479,lobujya,27.95,86.8167,-6.13,39,43,1.22,NP,1686269453
480,aberdeen,57.1437,-2.0981,10.27,92,75,0.51,GB,1686269158
481,new norfolk,-42.7826,147.0587,9.95,81,44,1.34,AU,1686269453
482,kuybyshevo,47.8123,38.9073,15.13,68,47,3.25,RU,1686269453
483,ji'an,27.1172,114.9793,23.39,91,99,0.97,CN,1686269454
484,candido mendes,-1.4467,-45.7167,23.93,94,7,1.72,BR,1686269257
485,poyarkovo,49.6,128.6833,14.39,96,100,6.03,RU,1686269454
486,beni,0.5,29.4667,16.53,94,74,1.05,CD,1686269454
487,fuerte olimpo,-21.0415,-57.8738,22.61,57,0,3.0,PY,1686269454
488,santa rosalia,27.3167,-112.2833,28.88,30,100,2.42,MX,1686269454
489,roxas,11.5853,122.7511,27.86,79,80,2.18,PH,1686269454
490,laela,-8.5667,32.05,14.37,86,20,1.16,TZ,1686269454
491,rongelap,11.1635,166.8941,27.99,80,46,7.18,MH,1686269455
492,noyabrsk,63.1994,75.4507,7.45,75,41,2.93,RU,1686269455
493,quezon,7.7303,125.0989,25.41,89,95,1.38,PH,1686269455
494,alice springs,-23.7,133.8833,9.75,66,0,1.03,AU,1686269455
495,susuman,62.7833,148.1667,15.38,44,62,4.58,RU,1686269455
496,skelleftea,64.7507,20.9528,7.2,100,75,2.06,SE,1686269455
497,kindu,-2.95,25.95,21.57,96,67,0.85,CD,1686269455
498,marsh harbour,26.5412,-77.0636,28.1,72,54,5.81,BS,1686269455
499,qurayyat,31.3318,37.3428,27.86,30,57,2.43,SA,1686269456
500,goondiwindi,-28.55,150.3167,14.03,79,66,1.65,AU,1686269456
501,walvis bay,-22.9575,14.5053,13.38,83,0,4.36,NA,1686269456
502,nguigmi,14.2495,13.1092,28.9,52,87,3.39,NE,1686269456
503,bandarbeyla,9.4942,50.8122,26.91,80,87,11.35,SO,1686269456
504,kodinsk,58.6881,99.1844,22.42,61,51,1.39,RU,1686269456
505,pindi gheb,33.2402,72.2661,31.34,32,0,3.14,PK,1686269457
506,lashio,22.9333,97.75,21.53,97,85,0.17,MM,1686269457
507,sabaudia,41.3003,13.0282,19.56,96,53,1.52,IT,1686269457
508,serowe,-22.3833,26.7167,17.62,34,3,3.32,BW,1686269457
509,palikir - national government center,6.9248,158.1611,27.47,83,100,3.09,FM,1686269457
510,prince rupert,54.3161,-130.3201,16.93,63,100,2.06,CA,1686269429
511,hohhot,40.8106,111.6522,21.62,30,26,3.16,CN,1686269457
512,castillos,-34.1667,-53.8333,19.2,81,25,4.34,UY,1686269458
513,poltavka,54.3663,71.7632,12.47,74,72,3.22,RU,1686269458
514,ntoum,0.3833,9.7833,23.04,88,63,1.13,GA,1686269458
515,santa cruz,-17.8,-63.1667,24.91,68,33,3.47,BO,1686269223
516,mingora,34.7758,72.3625,22.25,47,0,2.89,PK,1686269458
517,saryozek,44.3583,77.9753,21.96,38,34,4.91,KZ,1686269458
518,nelson,-41.2833,173.2833,12.38,88,0,1.04,NZ,1686269458
519,saint-philippe,-21.3585,55.7679,21.77,82,45,3.69,RE,1686269430
520,hammerfest,70.6634,23.6821,4.25,81,75,2.57,NO,1686269458
521,hassi messaoud,31.6804,6.0729,31.71,21,33,4.67,DZ,1686269459
522,baie-comeau,49.2168,-68.1489,9.36,87,98,4.82,CA,1686269402
523,labasa,-16.4167,179.3833,25.87,83,46,2.49,FJ,1686269459
524,kudat,6.8837,116.8477,27.45,77,72,1.98,MY,1686269459
525,adiake,5.2863,-3.304,25.02,88,92,1.75,CI,1686269459
526,dul'durga,50.6761,113.5931,16.97,47,16,6.23,RU,1686269246
527,pamandzi,-12.7967,45.2794,23.88,94,0,2.06,YT,1686269459
528,wuyo,10.3852,11.6968,26.24,64,75,3.38,NG,1686269460
529,horta,38.5333,-28.6333,17.79,81,99,1.79,PT,1686269460
530,nehe,48.4833,124.8333,18.19,53,98,5.2,CN,1686269460
531,wotje,9.4543,170.2367,28.06,82,54,8.48,MH,1686269460
532,kerikeri,-35.2268,173.9474,16.62,75,76,2.24,NZ,1686269460
533,addiet canna,11.2667,37.4833,15.91,74,91,1.35,ET,1686269460
534,cambria,35.5641,-121.0808,25.41,81,80,1.79,US,1686269460
535,hirara,24.8,125.2833,26.21,84,69,5.49,JP,1686269460
536,opuwo,-18.0607,13.84,15.61,32,1,1.85,NA,1686269461
537,pico truncado,-46.7949,-67.9573,2.84,60,80,12.19,AR,1686269461
538,formosa,-26.1775,-58.1781,21.09,74,0,0.89,AR,1686269461
539,callao,-12.0667,-77.15,22.16,83,100,6.69,PE,1686269461
540,sal rei,16.1833,-22.9167,24.44,88,0,4.25,CV,1686269461
541,sale,34.0389,-6.8166,19.86,94,40,2.06,MA,1686269461
542,kalemie,-5.9475,29.1947,20.7,67,24,0.8,CD,1686269461
543,chemmumiahpet,15.8979,79.3213,30.55,56,97,5.58,IN,1686269462
544,hobyo,5.3505,48.5268,26.59,82,86,9.52,SO,1686269462
545,pisco,-13.7,-76.2167,20.03,83,20,6.17,PE,1686269439
546,yaren,-0.5472,166.916,28.62,77,100,5.24,NR,1686269462
547,myitkyina,25.3833,97.4,25.61,94,88,0.26,MM,1686269462
548,joao pinheiro,-17.7425,-46.1725,17.61,49,0,2.26,BR,1686269462
549,mahina,-17.5065,-149.489,28.87,51,20,3.6,PF,1686269463
550,jawf al maqbabah,13.8378,45.8349,27.02,64,61,0.56,YE,1686269463
551,cam ranh,11.9214,109.1591,29.98,70,20,0.51,VN,1686269463
552,hailar,49.2,119.7,11.94,76,78,3.5,CN,1686269463
553,mugia,43.1041,-9.2179,18.98,88,68,9.58,ES,1686269463
554,malango,-2.9627,119.9001,22.58,64,4,0.21,ID,1686269463
555,arica,-18.475,-70.3042,18.75,87,9,1.38,CL,1686269365
556,homyel',52.4345,30.9754,12.68,91,3,1.28,BY,1686269464
557,dryden,49.7833,-92.7503,23.16,33,100,1.54,CA,1686269464
558,la peca,-5.6111,-78.435,21.8,81,90,1.98,PE,1686269464
559,ribeira brava,32.65,-17.0667,20.4,85,97,3.39,PT,1686269464
560,aykhal,66.0,111.5,14.27,54,95,8.06,RU,1686269225
561,shupiyan,33.7167,74.8333,13.1,66,0,1.7,IN,1686269464
562,karratha,-20.7377,116.8463,18.28,35,15,5.67,AU,1686269464
563,mananjary,-21.2167,48.3333,22.58,87,82,2.14,MG,1686269465
564,itambe,-15.245,-40.6244,18.85,94,82,1.31,BR,1686269465
565,stornoway,58.2093,-6.3865,11.98,85,100,4.12,GB,1686269465
566,saynshand,44.8824,110.1163,18.42,35,67,4.99,MN,1686269465
567,margherita,27.2833,95.6833,29.21,66,82,0.38,IN,1686269465
568,gazipasa,36.2694,32.3179,19.05,88,0,1.03,TR,1686269465
569,jalai nur,49.45,117.7,13.05,71,70,5.97,CN,1686269466
570,san pedro pochutla,15.7333,-96.4667,30.4,69,93,3.37,MX,1686269466
571,barabai,-2.5833,115.3833,24.98,76,24,0.53,ID,1686269466
572,kemijarvi,66.7131,27.4306,2.81,82,51,4.19,FI,1686269466
573,okha,53.5739,142.9478,11.96,65,2,6.24,RU,1686269466
574,cabedelo,-6.9811,-34.8339,25.37,84,4,5.35,BR,1686269466
575,hirtshals,57.5881,9.9592,13.15,70,89,2.26,DK,1686269467
576,bocas del toro,9.3333,-82.25,27.34,70,100,1.0,PA,1686269467
577,punta cana,18.5818,-68.4043,26.95,85,82,3.55,DO,1686269213
578,nikolayevsk-on-amure,53.1406,140.73,21.52,48,50,2.31,RU,1686269467
579,igarka,67.4667,86.5833,6.91,67,100,5.53,RU,1686269467
580,rurrenabaque,-14.4413,-67.5278,25.23,77,60,0.17,BO,1686269467
581,mandalgovi,45.7625,106.2708,17.35,31,11,8.14,MN,1686269351
582,inhambupe,-11.7844,-38.3531,20.78,97,41,2.24,BR,1686269468
583,saint-joseph,-21.3667,55.6167,20.21,78,21,4.13,RE,1686269468
584,manhattan,40.7834,-73.9662,19.94,53,100,3.6,US,1686269468
